Sales History Report Summary
item name,size,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,Sale,Pur,Adj,QoH,
BULLDOG LONDON DRY GIN 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
BULLEIT 375mL RYE WHISKEY,375 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BULLEIT 95 RYE 750 mL,750 mL,0,0,0,0,0,5,1,1,4,0,1,2,14,0,0,-22,
BULLEIT BOURBON 1.0 L,1.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BULLEIT BOURBON 1.75 L,1.75 L,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,-4,
BULLEIT BOURBON 10YR 750ML,750ML,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,-4,
BULLEIT BOURBON 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4,
BULLEIT BOURBON 80 BARREL STRENGTH 750ML,750ML,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-2,
BULLEIT BOURBON 80 BOURBON 200ML,200ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BULLEIT BOURBON 80 BOURBON 375ML,375ML,0,0,0,0,0,0,0,1,2,0,1,1,5,0,0,0,
BULLEIT BOURBON 80 BOURBON 50ML,50ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BULLEIT BOURBON 80 RYE 375ML,375ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BULLEIT BOURBON WHISKEY 750 ML,,0,0,0,0,0,1,5,3,4,3,3,1,20,0,0,-27,
BULLET BOURBON 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,
BULLETIN PLACE CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BULLETIN PLACE SHIRAZ 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Bully Hill Felicity 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
BULLY HILL GOAT WHITE 750 mL,750 mL,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,
BULLY HILL LOVE MY GOAT RED 750 mL,750 mL,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,-9,
BULLY HILL MEAT MARKET RED 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BULLY HILL RED 3 LTR,3 LTR,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BULLY HILL SEASONS 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BULLY HILL SWEET WALTER 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
BUMBA 750mL RUM,750ML,0,0,0,0,0,1,0,1,0,2,0,0,4,0,0,-5,
BURGANS ALBARINO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETT-S CHERRY 750 mL,750 mL,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,4,
BURNETT-S MANGO PINEAPPLE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,6,
BURNETT-S STRAWBERRY BANANA 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4,
Burnetts 100 Proof Vodka 1.75 L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS 750mL VODKA,750 mL,0,0,0,0,0,0,0,2,2,1,0,1,6,0,0,-4,
BURNETTS BLUE RASPBERRY 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS BLUEBERRY 750ML,750ML,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,
BURNETTS BLUEBERRY VODKA 1.75 L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS CHERRY VODKA 1.75 L,,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,-2,
BURNETTS CITRUS 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,6,
BURNETTS CITRUS 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS COCONUT 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,8,
BURNETTS COCONUT 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS ESPRESSO VODKA 750ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS FRUIT PUNCH 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS GIN 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,9,
BURNETTS GIN 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,12,
BURNETTS GRAPE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,7,
BURNETTS GRAPE VODKA 1.75 L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS HOT CINNAMON VODKA 1.75L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS HOT CINNAMON VODKA 750ML,,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,-2,
BURNETTS LIMEADE VODKA 1.75 L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS MANGO PINEAPPLE VODKA 1.75L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS MANGO VODKA 1.75 L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS MANGO VODKA 750 ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
BURNETTS ORANGE 1.75 L,1.75 L,0,0,0,0,0,1,3,1,2,0,2,0,9,0,0,-7,
Burnetts Orange Vodka 750ml,,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,-6,
BURNETTS PEACH VODKA 1.75L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Burnetts Peach Vodka 750ml,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-3,
BURNETTS PEAR 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS PINEAPPLE 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5,
BURNETTS PINEAPPLE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,12,
BURNETTS PINK LEMONADE 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,
BURNETTS PINK LEMONADE 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS PINK LEMONADE VODKA 1L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS RASPBERRY 1.75 L,1.75 L,0,0,0,0,0,1,0,1,2,4,3,0,11,0,0,-8,
BURNETTS RASPBERRY 750 mL,750 mL,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,6,
BURNETTS SOUR APPLE VODKA 1.75 L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS SOUR APPLE VODKA 750 ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS STRABERRY 750ML,750ML,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-3,
BURNETTS TROPICAL FRUIT 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS VANILLA 1.75 L,1.75 L,0,0,0,0,0,2,3,5,4,2,3,5,24,0,0,-20,
BURNETTS VANILLA 750 mL,750 mL,0,0,0,0,0,0,4,2,0,0,0,0,6,0,0,8,
BURNETTS VODKA 1.75 L,1.75 L,0,0,0,0,0,6,9,5,9,8,9,6,52,0,0,-76,
BURNETTS VODKA 200 mL,200 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,
BURNETTS VODKA 375 mL,375 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,
BURNETTS VODKA MAPLE 1.75 L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
BURNETTS VODKA MAPLE 750 ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
BURNETTS VODKA ORANGE CREAM 1.75 L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
BURNETTS VODKA POMEGRANTE 1.75 L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS VODKA POMEGRANTE 750 ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS VODKA STRAWBERRY 1.75 L,1.75 L,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,-3,
BURNETTS VODKA SUGAR COOKIE 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
BURNETTS VODKA SWEET TEA 1.75 L,1.75L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
BURNETTS VODKA SWEET TEA 750 ML,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
Burnetts Vodka Watermelon 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETTS WHIPPED CREAM 1.75 L,1.75 L,0,0,0,0,0,0,1,2,1,1,0,0,5,0,0,-5,
BURNETTS WHIPPED CREAM 750 mL,750 mL,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-2,
BURNETT’S COCONUT RUM 1.75L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETT’S COCONUT RUM 750ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BURNETT’S ORANGE CREAM VODKA 750Ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BUSCH 12pk12oz CANS,12 OZ,0,0,0,0,0,3,6,9,17,24,19,16,94,0,0,-120,
BUSCH 18pk12oz CANS,12 OZ,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,-10,
BUSCH 30pk12oz CANS,12 OZ,0,0,0,0,0,35,45,58,41,28,40,27,274,0,0,-447,
BUSCH 6pk12oz CANS,12 OZ,0,0,0,0,0,0,2,3,2,0,1,2,10,0,0,-13,
BUSCH LIGHT 12pk12oz CAN,12 OZ,0,0,0,0,0,10,13,14,16,10,15,10,88,0,0,-126,
BUSCH LIGHT 6pk12oz CANS,12 OZ,0,0,0,0,0,7,2,4,5,3,3,4,28,0,0,-43,
BUSCH LIGHT SS 12oz CANS,12 OZ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-8,
BUSCH LT 18pk12oz CANS,12 OZ,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,-7,
BUSCH LT 30pk12oz CANS,12 OZ,0,0,0,0,0,25,43,35,36,38,31,20,228,0,0,-315,
BUSCH N/A BEER 12pk12oz CANS,12 OZ,0,0,0,0,0,0,0,0,0,3,3,1,7,0,0,-15,
BUSCH SS 12oz CANS,12 OZ,0,0,0,0,0,39,56,41,56,39,30,24,285,0,0,-430,
BUSHMILLS 10 YR SINGLE MALT 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
BUSHMILLS 50 mL BLACK BUSH WHISKEY,50 mL,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,-4,
BUSHMILLS BLACK BUSH 750 mL,750 mL,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,
BUSHMILLS IRISH CREAM LIQUEUR 1.0L,1.0L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BUSHMILLS IRISH WHISKEY 1.75 L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-4,
BUSHMILLS IRISH WHISKEY 50 mL,50 mL,0,0,0,0,0,36,83,108,129,83,64,92,595,0,0,-913,
BUSHMILLS IRISH WHISKEY 750 mL,750 mL,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,-2,
BUSHMILLS IRISH WHISKEY 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BUSHMILLS IRISHWHISKEY 375ML,375ML,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
BUSHMILLS RED BUSH 375 mL,375 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
BUSHMILLS RED BUSH 50 mL,50 mL,0,0,0,0,0,38,24,24,0,3,0,0,89,0,0,-21,
BUSHMILLS RED BUSH 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
BUSSIA DOLCETTO 96 DOLCETTO 96 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BUTTER CHARD 750ML,750ML,0,0,0,0,0,1,1,1,2,1,1,0,7,0,0,-16,
BUTTERFIELDSTATION CHARDONNAY 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BUTTERFLY CORKSCREW,EACH,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
BUTTERFLY KISS CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BUTTERFLY KISS MOSCATO 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BUTTERFLY KISS PINK PINOT GRIGIO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BUTTERFLY KISS PINOT GRIGIO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BUTTERNUT CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BUZZBALL MIX DRINKS 200ML,200ML,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,
BUZZBALL PEACH CHILER 187ML,200ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-6,
BUZZBALLS SOUR APPLE  187ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
BUZZBALLZ OJ SCREAMER 200 mL,200 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BUZZBALLZ RAINBOW PK 200 mL,200 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BV 750mL MERLOT NAPA,750 mL,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-2,
BV 750mL Napa Valley CABERNET SAUVIGNON,750 mL,0,0,0,0,0,7,4,0,1,2,3,0,17,0,0,-19,
BV Carneros Chardonnay 750ml,,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,-5,
BV COASTAL 750mL CABERNET SAUVIGNON,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-3,
BV COASTAL CHARDONNAY 750 mL,750 mL,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,
BV COASTAL MERLOT 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
BV COASTEL PINOT NOIR 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,12,
BV PINOT NOIR 750 ML,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-2,
BV Rutherford Cabernet Sauvignon 750ml,,0,0,0,0,0,2,3,1,1,1,1,0,9,0,0,-11,
BYRON CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CA 750mL RED WINE,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CA Berry Banana Acai Granola Sour 4pk 16oz,16 OZ,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,-2,
CA DEL SOLO BIG HOUSE RED 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CA DEL SOLO BIG HOUSE WHITE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CA FURLAN PROSECCO 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CA MOMI ROSSO 750ML,,0,0,0,0,0,1,0,2,0,0,1,1,5,0,0,-8,
CA MONTINI 750mL PINOT GRIGIO,750 mL,0,0,0,0,0,6,20,28,23,14,13,18,122,0,0,-150,
CABALLO NEGRE CARMENERE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CABO DIABLO COFFEE LIQUEUR 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CABO WABO 750mL ANEJO,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
CABO WABO BLANCO 375 mL,375 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CABO WABO BLANCO 750 mL,750 mL,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,-2,
CABO WABO REPOSADO 375 mL,375 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CABO WABO REPOSADO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
CACHACA 51 1 L CACHACA,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CACTI 12oz 9pk AGAVE SPIKED SELTZER,12 OZ,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,-10,
CACTI 25oz PINAPPLE AGAVE SELTZER,25 OZ,0,0,0,0,0,0,0,0,0,0,7,5,12,0,0,-12,
CADET D-OC CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,7,
CAFE BOHEME CREAM COFFEE LIQ 1.0L,1.0L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAFE BOHEME CREAM COFFEE LIQ 375ML,375ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAFE BOHEME CREAM COFFEE LIQ 50ML,50ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAFE COFFEE LIQ 1.75l,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAFE LOLITA 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAFFE LOLITA COFFEE 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5,
CAFFE LOLITA COFFEE 750 mL,750 mL,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,
CAIN CAIN FIVE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAKEBREAD 750mL CABERNET SAUVIGNON,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
CAKEBREAD 750mL MERLOT,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,
CAKEBREAD 750mL SAUVIGNON BLANC,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAKEBREAD BENCHLAND CABERNET 99 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAKEBREAD CABERNET 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAKEBREAD CABERNET SAUVIGNON 750ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAKEBREAD CARNEROS NAPA RSV CHARDONNAY 750ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAKEBREAD CELLARS 750mL MERLOT,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAKEBREAD CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAKEBREAD NAPA MERLOT 750ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAKEBREAD SAUVIGNON BLANC 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALERA CHARDONNAY 750ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALI ROOT BEER SNP 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
CALICO JACK 1.75 L COCONUT RUM,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
CALICO JACK CHERRY RUM 1.75L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALICO JACK CHOCOLATE COCONUT 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,13,
CALICO JACK COCUNUT 750 mL,750 mL,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,
CALICO JACK MANGO RUM 750ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALICO JACK PINEAPPLE COCONUT RUM 750ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALICO JACK PINEAPPLE/COCONUT RUM 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALICO JACK PINEAPPLE/COCONUT RUM 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALICO JACK TROPICAL PUNCH RUM 1.75L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALIFORNIA CELLARS CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALIFRESCA RED 6pk,6pk,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALIFRESCA WHITE 6pk,6pk,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALINA CARMENERE 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALITERRA CABERNET 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALITERRA CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALITERRA MERLOT 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALITERRA RESERVE CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALITERRA SAUVIGNON BLANC 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALITERRA SYRAH 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALLIA ALTA 750mL MALBEC,750 mL,0,0,0,0,0,2,1,6,5,6,11,3,34,0,0,-36,
CALLING ALL ANGELS CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,-2,
CALUMET FARM 750 mL BOURBON WHISKEY,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALVERT EXTRA 1.0 L,1.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALVERT EXTRA 1.75 L,1.75 L,0,0,0,0,0,1,1,1,2,1,1,0,7,0,0,-8,
CALVERT EXTRA 200 mL,200 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,
CALVERT EXTRA 375 mL,375 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,
CALVERT EXTRA 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALVERT EXTRA BLEND WHISKEY 1.75L,1.75L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALVERT EXTRA BLEND WHISKEY 200ML,200ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALVERT EXTRA BLEND WHISKEY 375ML,375ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALVERT EXTRA BLEND WHISKEY 750ML,750ML,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,
CALVERT GIN 1.75L,1.75L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALVERT GIN 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CALVO 750mL ROSSO ROSCANO,750 mL,0,0,0,0,0,3,26,25,6,3,13,10,86,0,0,-95,
CAMARENA ANEJO TEQUILA 750ml,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-3,
CAMARENA REPASADO 200ML,200ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAMARENA REPASADO 375ML,375ML,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-2,
CAMARENA REPASADO 50ML,50ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAMARENA REPESADO 750ML,750ML,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-7,
CAMARENA REPOSADO 1.75L,1.75L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
CAMARENA SILVER 1.75L,1.75L,0,0,0,0,0,0,0,1,1,1,1,0,4,0,0,-10,
CAMARENA SILVER 200ML,200ML,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,
CAMARENA SILVER 375ML,375ML,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,
CAMARENA SILVER 750ML,750ML,0,0,0,0,0,0,1,2,2,3,5,3,16,0,0,0,
CAMBRIA KV SANTA MARIA CHARDONNAY 750ML,,0,0,0,0,0,1,0,1,0,1,0,1,4,0,0,-4,
CAMBRIA SANTA MARIA PINOT NOIR 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAMBRIDGE 4pk16oz GREAT PUMPKIN ALE,16 OZ,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,-6,
CAMEL 99 BOX,PACK,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-6,
CAMEL BLUE BOX,PACK,0,0,0,0,0,10,9,22,18,20,25,6,110,0,94,-16,
CAMEL CRUSH BOX,PACK,0,0,0,0,0,0,0,0,0,0,0,0,,0,-9,0,
CAMEL CRUSH MENTHOL BOX,PACK,0,0,0,0,0,0,0,0,0,0,0,0,,0,-11,0,
CAMEL FILTER BOX PACK,PACK,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,6,
CAMEL FILTER SOFT PACK,PACK,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,21,
CAMEL MENTHOL PACK,PACK,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAMEL NON FLITERS PACK,PACK,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAMELOT CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAMELOT PINOT GRIGIO 1.5L,1.5L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAMP DU ROUSS BARBERA D- ASTI 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAMPARI 1L APERITIF,1L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
CAMPARI 375ML APERITIFS,375ML,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,-3,
CAMPARI 750mL APERITIF,750 mL,0,0,0,0,0,0,1,2,0,1,0,0,4,0,0,-8,
CAMPBELL-S TOMATO JUICE 12 OZ,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAMPO VIEJO CRIANZA 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAMPO VIEJO RIOJA 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAMPO VIEJO RIOJA RESERVA 750 ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
CAMPOBELLO CHIANTI 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAMPOBELLO CHIANTI RISERVA 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAMPOLARGO ROL DE COISAS 750ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
CAMUS VS COGNAC 750 ML,223,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
