Sales History Report Summary
item name,size,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,Sale,Pur,Adj,QoH,
TAYLOR LAKE COUNTRY RED 3.0L,3.0L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TAYLOR MADEIRA 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,
TAYLOR MARSALA 1.5L,1.5L,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,-3,
TAYLOR MARSALA 750ML,750ML,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,-3,
TAYLOR PORT 1.5 L,1.5 L,0,0,0,0,0,2,1,2,0,0,3,0,8,0,0,-13,
TAYLOR PORT 750 mL,750 mL,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,-6,
TAYLOR SHERRY 3L,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-2,
TAYLOR SHERRY 750ML,750ML,0,0,0,0,0,0,1,4,1,0,0,0,6,0,0,-6,
TAYLOR TAWNY PORT 1.5 L,1.5 L,0,0,0,0,0,0,2,7,1,0,0,0,10,0,0,-11,
TAYLOR TAWNY PORT 3L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-3,
TAYLOR TAWNY PORT 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
TEACHER-S HIGHLAND CREAM 1.0 L,1.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TEACHER-S HIGHLAND CREAM 1.75 L,1.75 L,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,
TEACHER-S HIGHLAND CREAM 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,
TEAL LAKE MOSCATO D’ASTI 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TECATE ORIGINAL 12pk12oz CANS,12 OZ,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,-4,
TECATE TITANIUM 24oz,24 oz,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TEELING SMALL BATCH 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
TEMPLETON 750mL RYE 6 YR WHISKEY,750 mL,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,
TEMPLETON RYE 4 YR WHISKEY 750 ML,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
TEMPLETON RYE WHISKEY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TEN HIGH BOURBON 1.75 L,1.75 L,0,0,0,0,0,1,2,4,2,1,3,2,15,0,0,-17,
TEN HIGH BOURBON 375 mL,375 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,
TEN HIGH BOURBON 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,6,
TENUTA ORNELLAIA  2001V DELLORNELLAIA 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TEQ DE AGAVE 750ml,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-2,
TEQ LOS AZULEJOS 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TEQUILA ROSE 200ML STRAWBERRY CREAM,200ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
TEQUILA ROSE 375ML STRAWBERRY CREAM,375ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TEQUILA ROSE 750mL STRAWBERRY CREAM,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TEQUILA ROSE STRAWBERRY CREAM 50 mL,50 mL,0,0,0,0,0,12,0,0,6,0,2,10,30,0,0,-50,
TEQUILA ROSE STROBERRY TEQUILA 1.75L,1.75L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TEQUILA ROSE STROBERRY TEQUILA 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TEQUILA ROSE STWR CR 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TEQUILA ZAPATA 80x 1L,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,
TEREMANA 375mL BLANCO,375 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TEREMANA 750mL BLANCO,750 mL,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,-3,
TEREMANA REPOSADO 750ml,750 mL,0,0,0,0,0,0,0,1,0,2,0,1,4,0,0,-5,
TERRA DORO BARBERA 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5,
TERRA MALBAC 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TERRA ROSA CABERNET SAUVIGNON 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TERRA UNICA TEMPRANILLO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11,
TERRABIANCA CAMPACCIO -00 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TERRABIANCA CAMPACCIO RISERVA 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TERRABIANCA CEPPATE CAB/MERLOT 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TERRAZAS ALTO MALBEC 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
TERRE DI BO BAROLO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TERREDORA DIPAOLO FALANGHINA 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TERRES DE ST LOUIS ROSE 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TERRILOGIO PRIMITIVO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TERRILOGIO TOSCANO RED 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,17,
TERUZZI & PUTHOD TERRA DI TUFI 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TERUZZI & PUTHOD VERNACCIA 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
test_rds,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Texano Rep Boot Teq 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TGI FIRDAYS PEACH TEA 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TGI FRIDAY BLACK BERRY LONG ISLAND ICED TEA 4pk16oz,16 OZ,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-3,
TGI FRIDAY LONG ISLAND ICED TEA 4pk16oz CANS,16 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
TGI FRIDAY MOSCOW MULE 4pk16oz CANS,16 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-4,
TGI FRIDAY-S BERRY MOJITO 200 mL,200 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TGI FRIDAYS MAI TAI 200 mL,200 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TGIF BLENDERS CLASSIC MARGARITA 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,7,
TGIF BLENDERS MUDSLIDE FROZEN 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,8,
TGIF BLENDERS ORANGE DREAM 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,
TGIF BLENDERS STRAWBERRY DAIQUIRI 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TGIF ON THE ROCKS LONG ISLAND ICED TEA 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5,
TGIFRIDAY ICE TEA 1.75 L,1.75 L,0,0,0,0,0,1,0,0,1,1,2,0,5,0,0,-2,
TGIFRIDAY RUM PUNCH 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TGIFRIDAY STRAWBERRY MARGARITA 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TH Chill AF Black Cherry CBD 4pk 16oz,,0,0,0,0,0,0,0,0,1,2,6,1,10,0,0,-10,
TH Hop Meadow IPA 6pk 12oz Cans,,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,-2,
TH Sizzling Hippie 4pk 16oz,,0,0,0,0,0,7,4,2,0,0,0,0,13,0,0,-30,
TH Under the Wanaka SS 16oz,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
THATCHER TRES CHILES 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THATCHER YUMBERRY ORGLIQ 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THE BEACH HOUSE CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,16,
THE BEACH HOUSE SAUVIGNON BLANC 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,19,
THE BLACK GROUSE SCOTCH 50 mL,50 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
The Club Gin Martini 200ml Can,,0,0,0,0,0,20,26,1,0,0,0,2,49,0,0,-49,
THE CLUB LONG ISLAND ICED TEA 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THE CLUB MIX LONG ISLAND ICE TEA 200ML,200ML,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-12,
THE CLUB MIX MARGARITA 200ML,200ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
THE CLUB MIX MUDSLIDE 200ML,200ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THE CLUB MIX VODKA MARTINI 200ML,200ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THE CLUB PINA COLADA 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THE COPPER CAN MOSCOW MULE 4pk12oz,12 OZ,0,0,0,0,0,1,0,4,2,1,0,3,11,0,0,-11,
The Curator Red Blend 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
The Curator White Blend 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THE DIVINING ROD CAB SAUV 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THE FULL MONTY MONTEPULCIANO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THE GATEKEEPER SHIRAZ 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,8,
THE GLENLIVET 12 YEARS 750 mL,750 mL,0,0,0,0,0,0,2,3,0,0,0,0,5,0,0,-4,
THE GLENLIVET 15 YR FRENCH OAK 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
THE GLENLIVET 750mL 18 YEARS,750 mL,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,-2,
THE GLENROTHES SELECT RSV 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THE HAKUSHU 18 YRS 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THE IRISHMAN SINGLE MALT 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THE LITTLE PENGUIN 750 ML,750ML,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,
THE LITTLE SHEEP PINOT NOIR 750 ML,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,12,
THE LITTLE SHEEP ROSE 750 ML,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11,
THE LITTLE SHEEP SAUVIGNON BLANC 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11,
The Maize Cream Ale SS 16oz Can,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1,
THE NAKED GRAPE CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,24,
THE NAKED GRAPE HARVEST RED BLEND 750 mL,750 mL,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,
THE NAKED GRAPE PINOT GRAGIO 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,8,
THE NAKED GRAPE PINOT NOIR 750 mL,750 mL,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,
THE NAKED PINOT GRIGIO 30L,30L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4,
THE NAKED TURTLE RUM 50 mL,50 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-9,
THE WALKING DEAD CABERNET SAUVIGNON 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
THE WALKING DEAD CHARDONNAY 750ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
THE WALKING DEAD RED BLEND 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THE WHIP WHITE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,
The Wolftrap Syrah Mourvedre Viognier 750ml,,0,0,0,0,0,2,0,1,2,1,1,2,9,0,0,-12,
The Wolftrap Viognier Chenin Grenache Blanc 750ml,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,
Thimble Come Hell or High Barley Wine 12% 16.9oz,,0,0,0,0,0,0,0,2,0,1,1,0,4,0,0,-4,
Thimble Island Coffee Stout 6pk 12oz bt,,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,-4,
Thimble Island Ghost Island 4pk 16oz,,0,0,0,0,0,0,0,1,10,1,1,0,13,0,0,-13,
Thimble Island Hope Island 4pk 16oz,,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,-6,
Thimble Island Rose Sour 4pk 16oz Cans,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,
Thimble Island Sea Mist 4pk 16oz Cans,,0,0,0,0,0,0,0,4,1,3,2,1,11,0,0,-11,
THIMBLE ISLAND VARIETY PACK HARD SELTZER 12pk12oz,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THIS BLUE 100 BOX,PACK,0,0,0,0,0,20,41,40,40,30,40,20,231,0,0,-341,
THIS BLUE BOX,PACK,0,0,0,0,0,30,40,40,62,40,51,40,303,0,0,-439,
THIS MENTHOL 100 BOX,PACK,0,0,0,0,0,14,28,22,25,26,36,22,173,0,0,-238,
THIS MENTHOL BOX,PACK,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THIS MENTHOL GREEN BOX,PACK,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THIS RED 100 BOX,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-27,
THIS RED BOX,1,0,0,0,0,0,9,25,18,19,24,24,15,134,0,0,-209,
This Silver 30ct,,0,0,0,0,0,9,15,12,11,10,12,10,79,0,0,-124,
THOMAS HOOKER #NO FILTER 4pk16oz,16 OZ,0,0,0,0,0,14,17,26,15,8,20,16,116,0,0,-173,
THOMAS HOOKER 4pk16oz CBD MAKRUT LIME,16 OZ,0,0,0,0,0,2,0,0,2,2,0,0,6,0,0,-12,
THOMAS HOOKER 4pk16oz HUBBLE SEQUENCE,16 OZ,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,-5,
THOMAS HOOKER 4pk16oz SUPER DUPER DOUBLE,16 OZ,0,0,0,0,0,8,16,14,14,7,0,4,63,0,0,-118,
THOMAS HOOKER 4pk16oz SUPER TRIPLE CITRA IPA,16 OZ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-19,
THOMAS HOOKER 6pk12oz OKTOBERFEST,12 OZ,0,0,0,0,0,0,2,1,1,0,0,0,4,0,0,-4,
THOMAS HOOKER BLOND ALE 6pk12oz,12 OZ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-5,
THOMAS HOOKER CITRILLO HAZY IPA 4pk16oz,16 OZ,0,0,0,0,0,4,2,6,1,5,0,0,18,0,0,-40,
Thomas Hooker Fairway 4pk 16oz -13-,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-12,
THOMAS HOOKER HIT BY PITCH 4pk16oz,16 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-11,
THOMAS HOOKER ODE TO BLUMPY 4pk16oz,16 OZ,0,0,0,0,0,1,2,3,1,0,0,0,7,0,0,-19,
THOMAS HOOKER TROPICAL STORM IPA 4pk16oz,16 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THOMAS HOOKER UNDER THE WANAKA TREE 4pk16oz,16 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
THOMAS HOOKER WATERMELON ALE 6pk12oz,12 OZ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-1,
THORN-CLARKE SHIRAZ SHOTFIRE RIDGE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THORNY ROSE RED BLEND 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
Thorny Rose Sauvignon Blanc 750ml,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Three Finger Jack Cabernet Sauvignon 750ml,,0,0,0,0,0,4,3,2,1,1,1,0,12,0,0,-23,
THREE OLIVE APPLE & PEARS 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
THREE OLIVE DUDE 1.0L,1.0L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVE DUDE 375ML,375ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVE PINK GRAPEFRUIT 750 mL,750 mL,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,
THREE OLIVE PURPLE 1.75L,1.75L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVE PURPLE 375ML,375ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVE TARTZ 1.0L,1.0L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVE WATERMELON 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES BLUEBERRY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
THREE OLIVES BUBBLE 1.0 L,1.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES CAKE 50 mL,50 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES CAKE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES CHERRY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES GRAPE 1.75 L,1.75 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,
THREE OLIVES GRAPE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11,
THREE OLIVES PEACH 50 mL,50 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES PURPLE 50 mL,50 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES RANGTANG 50 mL,50 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES ROOTBEER 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES ROSE 375 mL,375 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,-2,
THREE OLIVES ROSE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
THREE OLIVES SMORES 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
THREE OLIVES STRAWBERRY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
THREE OLIVES TARTZ 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES VIDKA 750 mL ELVIS PRESLEY COCONUT WATER,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES VODKA 1.75 L,1.75 L,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,4,
THREE OLIVES VODKA 1.75 L CHERRY,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-2,
THREE OLIVES VODKA 1.75 L WHIPPED CREAM,,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,-2,
THREE OLIVES VODKA 750 mL,750 mL,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,
THREE OLIVES VODKA 750 mL RASPBERRY,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES VODKA BERRY 750 ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES VODKA BUBBLE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES VODKA DUDE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES VODKA LOOPY 1.75 L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES VODKA LOOPY 750 mL,750 mL,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,
THREE OLIVES VODKA POMEGRANTE 750 ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES VODKA PURPLE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES VODKA RANGTANG 1.75 L,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES VODKA RANGTANG 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES VODKA RASPBERRY 750 ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES VODKA SUPPERCOLA 750 ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES VODKA TOMATO 750 ML,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE OLIVES WHIPPED CREAM 1.0 L,1.0 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE PEARS 750mL PINOT GRIGIO,750ML,0,0,0,0,0,1,5,2,0,3,2,1,14,0,0,-20,
THREE SHEETS BARREL AGED RUM 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
THREE SHEETS SPICED RUM 750ML,750ML,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
Three Thieves Cabernet Sauvignon 750ml,,0,0,0,0,0,0,1,1,1,1,2,1,7,0,0,-8,
Three Thieves Chardonnay 750ml,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-2,
THREES 4pk16oz LOGICAL CONCLUSION,16 OZ,0,0,0,0,0,0,0,0,0,2,4,0,6,0,0,-6,
TIA MARIA COFFEE LIQUEUR 375 mL,375 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TIA MARIA COFFEE LIQUEUR 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TIA MARIA DARK LIQUEUR 1l,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TIA MARIA LIQUEUR 375 mL,375 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TIERRA BRISA MALBEC 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,8,
TIERRA DE LUNA TORRENTES CHARD 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TIME WAITS FOR NO ONE OAK AGE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,9,
TIN DOG CHARDONNAY 1.5 L,1.5 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TIN GOG SHIRAZ 1.5 L,1.5 L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TINCUP AMERICAN WHISKY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
TIO PEPE DRY SHERRY 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TIPPY COW 8pk50mL SAMPLER PACK RUM CREAM,50 mL,0,0,0,0,0,0,0,5,4,0,1,1,11,0,0,-11,
TISDALE CABERNET SAUVIGNON 750 mL,750 mL,0,0,0,0,0,3,12,6,2,4,2,4,33,0,0,-44,
TISDALE CHARDONNAY 750 mL,750 mL,0,0,0,0,0,1,1,0,1,0,1,1,5,0,0,-8,
TISDALE CHOCOLATE RED WINE 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TISDALE MERLOT 750 mL,750 mL,0,0,0,0,0,13,15,27,12,24,5,3,99,0,0,-128,
TISDALE MOSCATO 750 mL,750 mL,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,-4,
TISDALE PINK MOSCATO 750 mL,750 mL,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,
TISDALE PINOT GRIGIO 750 mL,750 mL,0,0,0,0,0,3,4,1,6,6,0,12,32,0,0,-42,
TISDALE PINOT NOIR 750 mL,750 mL,0,0,0,0,0,0,1,4,1,3,4,2,15,0,0,-26,
TISDALE SHIRAZ 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,
TISDALE SWEET RED 750 mL,750 mL,0,0,0,0,0,4,3,10,0,3,3,5,28,0,0,-36,
TISDALE WHITE ZINFANDEL 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,11,
TITOS VODKA 1.75L,1.75L,0,0,0,0,0,34,64,77,45,50,69,47,386,0,0,-4,
TITOS VODKA 1L,1L,0,0,0,0,0,9,8,18,9,7,10,8,69,0,0,-86,
TITOS VODKA 200ML,200ML,0,0,0,0,0,1,1,0,4,0,3,2,11,0,0,-7,
TITOS VODKA 375ML,375ML,0,0,0,0,0,5,7,14,6,6,4,3,45,0,0,12,
TITOS VODKA 50ML,50ML,0,0,0,0,0,15,22,32,19,14,17,21,140,0,0,-86,
TITOS VODKA 750ML,750ML,0,0,0,0,0,5,12,23,18,7,9,9,83,0,0,14,
TITUS  2003V CABERNET SAUVIGNON 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TLC WHITE 30L,30L,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TOAD HOLLOW 750mL CHARDONNAY,750 mL,0,0,0,0,0,0,1,4,0,1,1,2,9,0,0,-13,
TOAD HOLLOW CACOPHONY ZINFANDEL 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TOAD HOLLOW EYE OF THE TOAD 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TOAD HOLLOW MERLOT 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
TOASTED HEAD CHARDONNAY 750 mL,750 mL,0,0,0,0,0,0,0,12,1,4,5,3,25,0,0,-38,
TOASTED HEAD SAUVIGNON BLANC 750 mL,750 mL,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,
Todd Hollow Cabernet Sauvignon 750ml,750 mL,0,0,0,0,0,0,1,9,0,2,0,2,14,0,0,-16,
